attendance,punctuality,sprint_completion,task_quality,deadline_met,communication,collaboration,initiative_score,performance
65.53,100,80.0,72.72,55.68,75.0,67.5,53.84615384615385,Average
87.52,100,100.0,94.42,81.03,95.83333333333334,86.25000000000001,81.81818181818183,Good
50.24,0,20.0,26.68,27.84,20.0,18.0,8.333333333333332,Poor
49.84,0,20.0,21.07,41.13,33.33333333333333,29.999999999999996,25.0,Poor
60.51,0,60.0,52.83,68.86,70.0,63.0,62.5,Average
53.64,0,20.0,45.4,38.02,9.090909090909092,8.181818181818183,30.0,Poor
42.38,0,20.0,21.18,20.43,5.555555555555555,5.0,37.5,Poor
75.62,100,85.71428571428571,77.74,59.94,95.0,85.5,64.28571428571429,Good
72.36,100,50.0,55.32,61.94,63.1578947368421,56.84210526315789,81.81818181818183,Average
94.24,100,100.0,96.68,88.84,80.0,72.0,100.0,Good
57.47,0,28.57142857142857,32.14,33.36,26.666666666666668,24.0,40.0,Poor
85.97,100,100.0,84.85,79.61,86.95652173913044,78.26086956521739,80.0,Good
73.46,0,66.66666666666666,63.39,60.27,95.0,85.5,90.0,Average
48.46,0,20.0,22.9,20.4,17.647058823529413,15.882352941176473,28.57142857142857,Poor
95.76,100,80.0,84.54,98.23,100.0,90.0,87.5,Good
97.77,100,83.33333333333334,91.96,80.29,93.75,84.375,100.0,Good
89.97,100,85.71428571428571,92.59,99.4,86.36363636363636,77.72727272727272,100.0,Good
54.11,0,20.0,35.07,24.99,28.57142857142857,25.71428571428571,38.46153846153847,Poor
54.14,0,33.33333333333333,20.55,36.37,36.36363636363637,32.727272727272734,10.0,Poor
52.95,0,20.0,31.48,37.67,22.22222222222222,20.0,8.333333333333332,Poor
45.49,0,20.0,29.98,44.94,29.411764705882355,26.47058823529412,9.090909090909092,Poor
64.0,0,50.0,58.0,74.17,66.66666666666666,59.99999999999999,72.72727272727273,Average
48.06,0,25.0,27.59,21.21,31.25,28.125,25.0,Poor
92.72,100,80.0,85.42,82.61,95.23809523809523,85.71428571428571,92.3076923076923,Good
97.2,100,75.0,81.08,84.01,84.21052631578947,75.78947368421052,100.0,Good
51.69,0,20.0,34.9,21.24,20.833333333333336,18.750000000000004,10.0,Poor
97.43,100,80.0,87.49,98.14,91.66666666666666,82.5,87.5,Good
92.84,100,75.0,92.38,78.59,100.0,90.0,91.66666666666666,Good
73.6,100,50.0,74.63,69.56,65.0,58.5,78.57142857142857,Average
77.84,0,60.0,61.04,51.94,68.18181818181817,61.36363636363636,71.42857142857143,Average
61.34,100,83.33333333333334,58.44,73.84,62.5,56.25,85.71428571428571,Average
59.11,0,28.57142857142857,36.59,27.6,33.33333333333333,29.999999999999996,9.090909090909092,Poor
93.26,100,100.0,96.25,82.52,91.66666666666666,82.5,100.0,Good
82.93,100,80.0,51.14,53.67,63.63636363636363,57.27272727272727,55.55555555555556,Average
77.62,100,85.71428571428571,66.97,53.55,65.0,58.5,92.3076923076923,Average
88.02,100,100.0,89.84,88.28,90.9090909090909,81.81818181818181,92.3076923076923,Good
42.01,0,20.0,43.59,31.31,29.411764705882355,26.47058823529412,12.5,Poor
47.6,0,20.0,46.03,20.06,14.285714285714285,12.857142857142856,23.076923076923077,Poor
87.74,100,100.0,99.41,88.87,100.0,90.0,90.9090909090909,Good
40.99,0,16.666666666666664,27.29,43.86,31.25,28.125,20.0,Poor
59.51,0,28.57142857142857,25.82,23.91,36.84210526315789,33.1578947368421,7.6923076923076925,Poor
56.95,0,25.0,34.12,48.47,10.526315789473683,9.473684210526315,7.142857142857142,Poor
59.46,0,25.0,24.77,25.87,45.0,40.5,12.5,Poor
51.26,0,20.0,25.3,45.95,10.0,9.0,28.57142857142857,Poor
93.39,100,75.0,81.64,85.46,100.0,90.0,81.81818181818183,Good
46.47,0,33.33333333333333,43.43,45.21,20.833333333333336,18.750000000000004,40.0,Poor
53.41,0,33.33333333333333,46.68,49.98,22.22222222222222,20.0,9.090909090909092,Poor
95.41,100,100.0,89.12,83.61,90.47619047619048,81.42857142857143,100.0,Good
71.9,0,66.66666666666666,61.83,66.93,86.36363636363636,77.72727272727272,88.88888888888889,Average
66.74,100,80.0,59.82,57.24,95.23809523809523,85.71428571428571,71.42857142857143,Average
92.8,100,80.0,80.41,75.42,89.47368421052632,80.52631578947368,83.33333333333334,Good
57.06,0,33.33333333333333,35.72,37.16,14.285714285714285,12.857142857142856,7.142857142857142,Poor
99.38,100,100.0,86.53,87.47,87.5,78.75,90.0,Good
86.56,100,83.33333333333334,81.65,90.16,95.23809523809523,85.71428571428571,100.0,Good
75.0,0,71.42857142857143,50.77,69.92,62.5,56.25,66.66666666666666,Average
79.74,100,83.33333333333334,63.88,65.03,81.25,73.125,88.88888888888889,Good
50.26,0,20.0,32.95,33.59,42.857142857142854,38.57142857142857,12.5,Poor
52.94,0,14.285714285714285,29.81,33.27,4.166666666666666,3.7499999999999996,7.142857142857142,Poor
98.1,100,100.0,90.68,91.97,100.0,90.0,87.5,Good
57.35,0,25.0,33.36,41.42,17.647058823529413,15.882352941176473,15.384615384615385,Poor
68.27,0,75.0,67.91,60.7,77.77777777777779,70.00000000000001,61.53846153846154,Average
79.18,0,50.0,68.37,68.45,75.0,67.5,83.33333333333334,Average
70.88,100,83.33333333333334,58.9,53.98,95.23809523809523,85.71428571428571,85.71428571428571,Good
57.17,0,20.0,35.3,23.14,19.047619047619047,17.142857142857142,21.428571428571427,Poor
40.93,0,28.57142857142857,22.73,26.93,41.17647058823529,37.05882352941176,36.36363636363637,Poor
91.9,100,85.71428571428571,85.03,83.59,100.0,90.0,100.0,Good
84.77,0,57.14285714285714,74.71,60.25,81.81818181818183,73.63636363636364,69.23076923076923,Average
81.95,100,75.0,59.63,55.62,58.333333333333336,52.5,91.66666666666666,Average
68.37,100,85.71428571428571,64.87,50.45,91.66666666666666,82.5,75.0,Good
70.09,100,80.0,69.84,72.78,56.25,50.625,66.66666666666666,Average
42.8,0,25.0,36.1,42.56,35.0,31.5,42.857142857142854,Poor
87.59,100,75.0,97.49,78.36,100.0,90.0,81.81818181818183,Good
73.12,100,66.66666666666666,65.76,55.21,93.33333333333333,84.0,63.63636363636363,Average
55.1,0,14.285714285714285,48.78,33.32,25.0,22.5,41.66666666666667,Poor
92.93,100,85.71428571428571,89.7,81.41,81.25,73.125,80.0,Good
83.42,0,80.0,79.78,66.98,58.82352941176471,52.94117647058824,87.5,Average
73.47,100,50.0,78.04,60.8,89.47368421052632,80.52631578947368,78.57142857142857,Average
93.83,100,100.0,97.64,86.11,87.5,78.75,88.88888888888889,Good
88.23,100,100.0,81.98,97.72,91.30434782608695,82.17391304347827,88.88888888888889,Good
93.51,100,100.0,88.74,92.63,95.45454545454545,85.9090909090909,100.0,Good
45.96,0,20.0,41.95,33.18,38.095238095238095,34.285714285714285,12.5,Poor
65.62,100,57.14285714285714,51.16,53.21,81.81818181818183,73.63636363636364,66.66666666666666,Average
41.0,0,25.0,23.99,20.67,42.857142857142854,38.57142857142857,33.33333333333333,Poor
86.41,100,100.0,86.53,93.2,94.11764705882352,84.70588235294117,84.61538461538461,Good
60.94,100,83.33333333333334,72.86,74.31,65.0,58.5,60.0,Average
99.95,100,100.0,86.58,77.37,87.5,78.75,100.0,Good
69.1,0,66.66666666666666,55.31,65.85,59.09090909090909,53.18181818181819,83.33333333333334,Average
72.16,0,85.71428571428571,56.3,69.4,91.30434782608695,82.17391304347827,70.0,Average
91.77,100,75.0,84.58,88.17,83.33333333333334,75.00000000000001,100.0,Good
54.45,0,20.0,35.46,27.84,42.857142857142854,38.57142857142857,36.36363636363637,Poor
72.47,0,80.0,50.92,57.08,93.33333333333333,84.0,58.333333333333336,Average
88.91,100,100.0,94.79,81.31,100.0,90.0,83.33333333333334,Good
95.47,100,75.0,91.95,86.81,91.66666666666666,82.5,87.5,Good
96.91,100,100.0,86.02,93.72,95.0,85.5,90.0,Good
62.13,100,60.0,71.2,68.06,58.82352941176471,52.94117647058824,88.88888888888889,Average
97.29,100,85.71428571428571,95.73,83.47,85.0,76.5,91.66666666666666,Good
55.27,0,25.0,32.25,30.46,13.333333333333334,12.0,16.666666666666664,Poor
89.37,100,100.0,99.73,77.21,95.83333333333334,86.25000000000001,91.66666666666666,Good
77.64,0,66.66666666666666,53.54,70.83,91.66666666666666,82.5,90.9090909090909,Average
42.14,0,16.666666666666664,24.04,32.24,8.333333333333332,7.499999999999999,33.33333333333333,Poor
92.86,100,100.0,98.49,96.3,83.33333333333334,75.00000000000001,84.61538461538461,Good
61.09,0,50.0,66.47,69.92,78.94736842105263,71.05263157894737,71.42857142857143,Average
73.07,0,60.0,62.05,69.98,63.63636363636363,57.27272727272727,78.57142857142857,Average
72.33,100,80.0,79.37,67.8,62.5,56.25,64.28571428571429,Average
93.35,100,100.0,95.27,87.77,84.21052631578947,75.78947368421052,83.33333333333334,Good
84.24,0,80.0,65.2,52.15,86.95652173913044,78.26086956521739,87.5,Average
67.02,100,75.0,68.67,64.63,62.5,56.25,61.53846153846154,Average
91.54,100,75.0,99.24,77.04,88.23529411764706,79.41176470588235,80.0,Good
44.69,0,28.57142857142857,42.68,39.35,23.52941176470588,21.176470588235293,36.36363636363637,Poor
92.97,100,100.0,96.86,87.04,87.5,78.75,83.33333333333334,Good
93.07,100,100.0,96.01,91.7,85.71428571428571,77.14285714285714,100.0,Good
64.5,0,57.14285714285714,77.88,53.84,90.47619047619048,81.42857142857143,87.5,Average
72.38,100,57.14285714285714,52.3,52.66,68.75,61.875,92.85714285714286,Average
65.37,0,66.66666666666666,50.76,68.75,93.75,84.375,92.3076923076923,Average
45.93,0,20.0,27.68,20.96,17.647058823529413,15.882352941176473,25.0,Poor
40.41,0,28.57142857142857,25.94,20.77,31.57894736842105,28.421052631578945,16.666666666666664,Poor
80.64,0,75.0,77.35,73.73,61.904761904761905,55.714285714285715,75.0,Average
57.18,0,20.0,22.43,46.25,17.391304347826086,15.652173913043478,21.428571428571427,Poor
54.88,0,25.0,39.83,31.84,25.0,22.5,22.22222222222222,Poor
64.87,0,83.33333333333334,67.31,66.44,62.5,56.25,92.3076923076923,Average
99.06,100,80.0,94.8,86.2,100.0,90.0,80.0,Good
67.5,100,80.0,76.36,58.92,73.91304347826086,66.52173913043478,92.3076923076923,Good
56.98,0,33.33333333333333,39.82,38.44,31.57894736842105,28.421052631578945,12.5,Poor
98.76,100,75.0,97.81,89.7,94.73684210526315,85.26315789473684,100.0,Good
99.9,100,80.0,97.39,91.9,95.83333333333334,86.25000000000001,100.0,Good
53.41,0,28.57142857142857,46.25,47.72,30.434782608695656,27.39130434782609,16.666666666666664,Poor
71.51,100,50.0,77.21,62.11,71.42857142857143,64.28571428571429,64.28571428571429,Average
85.24,100,83.33333333333334,89.79,79.77,95.23809523809523,85.71428571428571,87.5,Good
79.38,0,71.42857142857143,57.64,73.1,85.0,76.5,83.33333333333334,Average
69.66,0,85.71428571428571,71.39,51.01,93.75,84.375,58.333333333333336,Average
91.74,100,80.0,82.64,89.89,89.47368421052632,80.52631578947368,83.33333333333334,Good
97.92,100,100.0,95.1,77.22,86.36363636363636,77.72727272727272,91.66666666666666,Good
65.61,0,50.0,52.46,57.52,56.25,50.625,64.28571428571429,Poor
91.12,100,100.0,86.0,88.28,91.66666666666666,82.5,90.0,Good
90.71,100,100.0,88.84,87.66,82.35294117647058,74.11764705882352,100.0,Good
78.54,100,57.14285714285714,73.07,67.22,76.47058823529412,68.82352941176471,70.0,Average
95.97,100,100.0,94.0,95.66,100.0,90.0,100.0,Good
42.08,0,28.57142857142857,30.87,42.02,35.0,31.5,36.36363636363637,Poor
57.21,0,16.666666666666664,35.58,34.0,6.25,5.625,18.181818181818183,Poor
48.79,0,25.0,35.86,42.61,40.909090909090914,36.81818181818182,9.090909090909092,Poor
94.65,100,100.0,97.78,91.04,82.35294117647058,74.11764705882352,80.0,Good
74.08,100,80.0,59.72,66.97,68.75,61.875,62.5,Average
99.13,100,100.0,99.72,94.18,100.0,90.0,92.85714285714286,Good
85.21,100,100.0,82.95,79.0,100.0,90.0,84.61538461538461,Good
58.86,0,16.666666666666664,44.96,29.3,18.75,16.875,33.33333333333333,Poor
85.18,100,80.0,91.59,97.55,100.0,90.0,81.81818181818183,Good
70.42,0,71.42857142857143,51.95,65.65,86.66666666666667,78.0,92.3076923076923,Average
59.54,0,33.33333333333333,36.64,38.01,41.66666666666667,37.50000000000001,22.22222222222222,Poor
95.07,100,75.0,95.91,89.6,100.0,90.0,100.0,Good
43.07,0,33.33333333333333,39.2,38.23,35.0,31.5,15.384615384615385,Poor
99.12,100,85.71428571428571,86.54,87.2,83.33333333333334,75.00000000000001,90.9090909090909,Good
88.84,100,100.0,80.16,85.94,87.5,78.75,87.5,Good
97.55,100,100.0,93.22,76.1,88.88888888888889,80.0,84.61538461538461,Good
48.03,0,25.0,33.24,21.97,37.5,33.75,12.5,Poor
69.85,0,66.66666666666666,50.31,65.91,68.18181818181817,61.36363636363636,63.63636363636363,Average
98.14,100,75.0,90.2,88.23,94.11764705882352,84.70588235294117,100.0,Good
64.68,0,85.71428571428571,55.13,60.65,57.89473684210527,52.10526315789474,69.23076923076923,Average
82.43,100,50.0,66.61,67.95,85.0,76.5,75.0,Average
45.49,0,16.666666666666664,31.31,46.87,6.666666666666667,6.0,38.46153846153847,Poor
44.09,0,14.285714285714285,46.85,40.23,19.047619047619047,17.142857142857142,40.0,Poor
67.5,0,71.42857142857143,53.41,53.47,83.33333333333334,75.00000000000001,85.71428571428571,Average
57.85,0,33.33333333333333,24.42,40.83,37.5,33.75,30.0,Poor
95.61,100,100.0,86.85,86.01,100.0,90.0,88.88888888888889,Good
67.66,0,50.0,75.59,56.35,68.42105263157895,61.578947368421055,88.88888888888889,Average
95.87,100,83.33333333333334,82.33,75.97,100.0,90.0,84.61538461538461,Good
41.36,0,28.57142857142857,24.27,41.25,4.166666666666666,3.7499999999999996,9.090909090909092,Poor
49.1,0,25.0,43.39,38.06,40.909090909090914,36.81818181818182,33.33333333333333,Poor
99.18,100,83.33333333333334,84.64,76.17,93.75,84.375,77.77777777777779,Good
66.55,100,83.33333333333334,52.05,70.66,93.33333333333333,84.0,80.0,Good
97.89,100,85.71428571428571,86.25,79.46,87.5,78.75,75.0,Good
42.9,0,28.57142857142857,48.55,48.39,16.666666666666664,14.999999999999998,22.22222222222222,Poor
94.8,100,100.0,99.29,85.1,87.5,78.75,83.33333333333334,Good
43.85,0,16.666666666666664,30.83,20.52,29.166666666666668,26.25,42.857142857142854,Poor
58.43,0,16.666666666666664,49.44,30.48,40.0,36.0,42.857142857142854,Poor
64.77,0,71.42857142857143,54.06,56.82,63.1578947368421,56.84210526315789,66.66666666666666,Average
95.33,100,100.0,95.11,90.13,93.75,84.375,88.88888888888889,Good
85.16,100,100.0,99.8,85.17,88.88888888888889,80.0,83.33333333333334,Good
82.08,0,50.0,58.08,61.22,66.66666666666666,59.99999999999999,83.33333333333334,Average
72.65,100,75.0,55.76,64.53,63.1578947368421,56.84210526315789,90.0,Average
74.51,0,80.0,52.64,67.08,60.0,54.0,54.54545454545454,Average
77.37,0,57.14285714285714,57.7,61.16,63.1578947368421,56.84210526315789,80.0,Average
52.55,0,14.285714285714285,34.26,25.78,27.77777777777778,25.0,33.33333333333333,Poor
58.61,0,25.0,35.23,34.88,4.3478260869565215,3.9130434782608696,11.11111111111111,Poor
72.11,100,75.0,56.72,61.1,82.35294117647058,74.11764705882352,70.0,Average
45.35,0,25.0,31.8,44.79,13.636363636363635,12.272727272727272,7.142857142857142,Poor
49.4,0,16.666666666666664,30.93,26.92,18.181818181818183,16.363636363636367,33.33333333333333,Poor
85.48,100,83.33333333333334,86.73,91.8,100.0,90.0,100.0,Good
48.66,0,25.0,26.46,49.96,20.0,18.0,14.285714285714285,Poor
94.05,100,100.0,86.29,95.72,100.0,90.0,83.33333333333334,Good
48.02,0,20.0,32.08,30.3,18.181818181818183,16.363636363636367,25.0,Poor
93.19,100,85.71428571428571,88.31,94.67,85.71428571428571,77.14285714285714,77.77777777777779,Good
68.1,0,50.0,70.91,74.94,95.0,85.5,62.5,Average
52.42,0,20.0,34.65,35.08,5.0,4.5,15.384615384615385,Poor
47.56,0,20.0,31.91,25.22,14.285714285714285,12.857142857142856,22.22222222222222,Poor
44.32,0,14.285714285714285,40.58,20.54,13.333333333333334,12.0,35.714285714285715,Poor
65.0,100,60.0,67.3,74.1,90.9090909090909,81.81818181818181,66.66666666666666,Average
73.67,100,57.14285714285714,60.59,66.13,88.23529411764706,79.41176470588235,55.55555555555556,Average
48.48,0,20.0,34.44,33.52,41.66666666666667,37.50000000000001,37.5,Poor
97.18,100,100.0,83.61,93.1,93.33333333333333,84.0,92.3076923076923,Good
67.92,0,85.71428571428571,60.13,62.26,63.1578947368421,56.84210526315789,75.0,Average
85.06,100,75.0,96.17,81.59,90.0,81.0,91.66666666666666,Good
55.63,0,16.666666666666664,22.61,28.6,4.761904761904762,4.285714285714286,16.666666666666664,Poor
42.18,0,20.0,40.4,44.33,37.5,33.75,12.5,Poor
61.11,100,60.0,69.91,60.36,64.70588235294117,58.23529411764706,85.71428571428571,Average
55.18,0,28.57142857142857,34.39,44.35,40.0,36.0,41.66666666666667,Poor
46.37,0,20.0,47.68,23.88,35.0,31.5,11.11111111111111,Poor
42.57,0,20.0,39.08,48.13,16.666666666666664,14.999999999999998,10.0,Poor
65.44,0,50.0,73.97,59.06,75.0,67.5,76.92307692307693,Average
79.78,100,60.0,74.57,51.75,90.47619047619048,81.42857142857143,88.88888888888889,Average
48.37,0,20.0,34.57,30.29,9.523809523809524,8.571428571428571,16.666666666666664,Poor
77.36,100,71.42857142857143,50.67,71.41,60.0,54.0,71.42857142857143,Average
85.36,100,80.0,97.71,97.16,100.0,90.0,87.5,Good
50.02,0,33.33333333333333,27.56,31.44,18.75,16.875,9.090909090909092,Poor
69.52,0,75.0,63.68,70.35,66.66666666666666,59.99999999999999,66.66666666666666,Average
95.32,100,85.71428571428571,91.49,95.83,91.66666666666666,82.5,77.77777777777779,Good
88.3,100,80.0,98.11,75.92,80.0,72.0,83.33333333333334,Good
43.97,0,16.666666666666664,22.41,46.61,40.909090909090914,36.81818181818182,20.0,Poor
68.22,100,57.14285714285714,51.76,68.23,78.26086956521739,70.43478260869566,75.0,Average
71.61,100,50.0,57.83,58.37,72.72727272727273,65.45454545454547,83.33333333333334,Average
53.22,0,16.666666666666664,49.53,36.71,5.88235294117647,5.294117647058823,38.46153846153847,Poor
60.4,100,60.0,57.68,54.92,93.75,84.375,81.81818181818183,Average
66.32,100,80.0,52.28,67.39,60.0,54.0,60.0,Average
64.83,0,60.0,50.56,74.35,61.111111111111114,55.00000000000001,72.72727272727273,Average
49.5,0,33.33333333333333,26.27,29.2,43.75,39.375,25.0,Poor
91.88,100,100.0,96.67,98.23,83.33333333333334,75.00000000000001,91.66666666666666,Good
40.11,0,25.0,44.42,24.94,23.52941176470588,21.176470588235293,25.0,Poor
72.7,100,83.33333333333334,56.47,59.98,77.77777777777779,70.00000000000001,87.5,Average
74.13,0,83.33333333333334,70.83,52.8,69.56521739130434,62.608695652173914,61.53846153846154,Average
50.29,0,25.0,46.79,48.68,25.0,22.5,10.0,Poor
50.91,0,20.0,29.18,23.82,41.17647058823529,37.05882352941176,15.384615384615385,Poor
76.66,100,80.0,71.45,68.2,56.52173913043478,50.869565217391305,92.85714285714286,Good
93.81,100,100.0,93.4,93.32,80.0,72.0,84.61538461538461,Good
87.66,100,100.0,82.65,84.88,91.66666666666666,82.5,100.0,Good
61.29,100,85.71428571428571,53.44,68.15,83.33333333333334,75.00000000000001,84.61538461538461,Average
51.39,0,28.57142857142857,27.22,35.47,19.047619047619047,17.142857142857142,30.0,Poor
87.83,100,100.0,91.73,97.74,88.88888888888889,80.0,81.81818181818183,Good
97.02,100,75.0,80.84,86.35,90.47619047619048,81.42857142857143,100.0,Good
62.33,0,80.0,67.66,69.46,83.33333333333334,75.00000000000001,77.77777777777779,Average
67.86,0,57.14285714285714,77.09,70.35,68.18181818181817,61.36363636363636,53.84615384615385,Average
50.64,0,28.57142857142857,36.9,23.6,16.666666666666664,14.999999999999998,35.714285714285715,Poor
51.69,0,20.0,41.22,34.38,6.666666666666667,6.0,7.6923076923076925,Poor
47.96,0,28.57142857142857,38.89,49.61,31.25,28.125,35.714285714285715,Poor
89.12,100,100.0,83.09,97.16,100.0,90.0,81.81818181818183,Good
81.24,0,75.0,64.14,52.97,77.77777777777779,70.00000000000001,55.55555555555556,Average
91.66,100,100.0,91.99,83.75,91.66666666666666,82.5,87.5,Good
86.82,100,83.33333333333334,97.91,92.3,100.0,90.0,75.0,Good
54.61,0,20.0,48.72,49.87,29.166666666666668,26.25,41.66666666666667,Poor
58.3,0,25.0,26.09,47.59,15.789473684210526,14.210526315789473,30.76923076923077,Poor
46.36,0,16.666666666666664,42.03,40.59,9.523809523809524,8.571428571428571,28.57142857142857,Poor
74.84,100,71.42857142857143,59.71,71.42,58.333333333333336,52.5,84.61538461538461,Average
57.81,0,25.0,35.54,41.13,21.052631578947366,18.94736842105263,37.5,Poor
68.35,0,80.0,77.74,70.66,84.21052631578947,75.78947368421052,60.0,Average
76.96,100,57.14285714285714,74.97,71.16,82.35294117647058,74.11764705882352,61.53846153846154,Average
98.47,100,85.71428571428571,82.74,89.73,84.21052631578947,75.78947368421052,100.0,Good
98.1,100,100.0,84.92,91.98,89.47368421052632,80.52631578947368,85.71428571428571,Good
97.11,100,85.71428571428571,80.57,92.38,87.5,78.75,80.0,Good
89.14,100,100.0,87.83,89.73,90.9090909090909,81.81818181818181,100.0,Good
85.57,100,75.0,83.11,99.0,94.73684210526315,85.26315789473684,100.0,Good
53.6,0,28.57142857142857,36.23,46.77,45.0,40.5,14.285714285714285,Poor
96.87,100,100.0,98.09,88.15,95.65217391304348,86.08695652173914,80.0,Good
